x,y,z,time
0.8322212100029851,0.22043366730213174,0.25804570317268616,0.0
0.8323796333171926,0.22045832182031927,0.2580140471324318,0.01485148514851485
0.8325384056489666,0.22048523537110137,0.25798747530289096,0.0297029702970297
0.8326975214704604,0.22051440333364486,0.25796600243362805,0.04455445544554455
0.8328569752476962,0.22054581708978507,0.2579496426037425,0.0594059405940594
0.8330167614329611,0.22057946402367126,0.25793840921904726,0.07425742574257425
0.8331768744723813,0.22061532752414012,0.2579323150092604,0.0891089108910891
0.8333373087995852,0.2206533869898218,0.2579313720254178,0.10396039603960396
0.833498058838806,0.22069361783699284,0.2579355916371512,0.1188118811881188
0.8336591190067045,0.22073599151016476,0.25794498453030174,0.13366336633663367
0.833820483707888,0.22078047549544605,0.25795956070445686,0.1485148514851485
0.833982147338998,0.22082703333661707,0.257979329470559,0.16336633663366334
0.8341441042849178,0.22087562465394783,0.25800429944867104,0.1782178217821782
0.834306348924127,0.22092620516577294,0.2580344785658538,0.19306930693069307
0.8344688756230619,0.22097872671278487,0.25806987405398224,0.2079207920792079
0.8346316787402325,0.22103313728501375,0.2581104924478142,0.22277227722772275
0.8347947526244089,0.22108938105155426,0.2581563395830039,0.2376237623762376
0.8349580916150432,0.2211473983929722,0.2582074205943633,0.2524752475247525
0.8351216900428465,0.22120712593635297,0.25826373991401613,0.26732673267326734
0.8352855422285789,0.22126849659304929,0.2583253012697571,0.28217821782178215
0.8354496424832251,0.22133143959904505,0.25839210768354137,0.297029702970297
0.8356139851122295,0.2213958805579042,0.2584641614699423,0.3118811881188119
0.8357785644073481,0.22146174148636683,0.25854146423474844,0.3267326732673267
0.8359433746545296,0.22152894086244806,0.25862401687370873,0.34158415841584155
0.8361084101297658,0.2215973936761087,0.2587118195712247,0.3564356435643564
0.8362736651016152,0.22166701148236995,0.2588048717992909,0.3712871287128713
0.8364391338263444,0.22173770245698754,0.25890317231643384,0.38613861386138615
0.8366048105557422,0.22180937145444743,0.2590067191667644,0.40099009900990096
0.8367706895300401,0.2218819200684496,0.25911550967908414,0.4158415841584158
0.8369367649820589,0.22195524669469496,0.2592295404661421,0.4306930693069307
0.8371030311357723,0.2220292465959822,0.2593488074239395,0.4455445544554455
0.8372694822068663,0.22210381196961465,0.25947330573118926,0.46039603960396036
0.8374361124022146,0.22217883201698144,0.2596030298486729,0.4752475247524752
0.8376029159213451,0.22225419301536892,0.25973797351902667,0.4900990099009901
0.8377698869529056,0.2223297783918612,0.2598781297662841,0.504950495049505
0.8379370196802768,0.2224054687993336,0.26002349089567545,0.5198019801980198
0.8381043082770265,0.2224811421944642,0.260174048493569,0.5346534653465347
0.8382717469094523,0.22255667391773523,0.2603297934272989,0.5495049504950494
0.8384393297340222,0.2226319367753277,0.26049071584532785,0.5643564356435643
0.8386070509008154,0.2227068011228702,0.260656805177346,0.5792079207920792
0.8387749045512445,0.22278113495102145,0.2608280501345089,0.594059405940594
0.8389428848201478,0.22285480397274876,0.26100443870975054,0.6089108910891089
0.8391109858310793,0.22292767171227154,0.2611859581782263,0.6237623762376238
0.8392792017034058,0.2229995995956718,0.2613725950978127,0.6386138613861386
0.8394475265475215,0.2230704470429908,0.2615643353097132,0.6534653465346534
0.8396159544649743,0.22314007156182236,0.26176116393920335,0.6683168316831682
0.8397844795504407,0.22320832884231773,0.26196306539632835,0.6831683168316831
0.8399530958923037,0.22327507285350418,0.26217002337685197,0.698019801980198
0.8401217975689086,0.22334015594089798,0.2623820208632347,0.7128712871287128
0.8402905786529382,0.2234034289252949,0.2625990401257116,0.7277227722772277
0.840459433209611,0.22346474120268273,0.2628210627233979,0.7425742574257426
0.8406283552949496,0.22352394084517294,0.26304806950560217,0.7574257425742574
0.8407973389611889,0.22358087470295823,0.2632800406131726,0.7722772277227723
0.8409663782492884,0.22363538850709408,0.2635169554799278,0.787128712871287
0.8411354671952503,0.2236873269731233,0.2637587928341852,0.8019801980198019
0.8413045998284419,0.22373653390544873,0.2640055307003979,0.8168316831683168
0.8414737701689718,0.22378285230233122,0.2642571464009185,0.8316831683168316
0.8416429722324084,0.2238261244614596,0.2645136165576836,0.8465346534653465
0.8418122000251016,0.22386619208604577,0.26477491709433254,0.8613861386138614
0.8419814475487983,0.22390289639129732,0.26504102323798445,0.8762376237623762
0.8421507087965123,0.22393607821120015,0.26531190952151373,0.891089108910891
0.8423199777549468,0.22396557810562157,0.26558754978558186,0.9059405940594059
0.842489248404436,0.22399123646747648,0.2658679171810377,0.9207920792079207
0.8426585147188626,0.22401289363001617,0.2661529841712434,0.9356435643564356
0.8428277706645032,0.2240303899741339,0.26644272253448414,0.9504950495049505
0.8429970102018387,0.22404356603553546,0.2667371033666246,0.9653465346534653
0.8431662272859318,0.22405226261173117,0.2670360970836031,0.9801980198019802
0.843335415862662,0.2240563208687964,0.2673396734243369,0.995049504950495
0.84350456987362,0.22405558244777812,0.267647801453471,1.00990099009901
0.8436736832528897,0.22404988957062658,0.2679604495642038,1.0247524752475248
0.8438427499304639,0.2240390851456655,0.26827758548147707,1.0396039603960396
0.8440117638276975,0.22402301287243814,0.268599176264913,1.0544554455445545
0.8441807188608823,0.22400151734585755,0.2689251883120812,1.0693069306930694
0.8443496089394156,0.22397444415961046,0.26925558736176514,1.084158415841584
0.8445184279685842,0.2239416400086708,0.26959033849728387,1.0990099009900989
0.8446871698464135,0.22390295279091416,0.2699294061500671,1.1138613861386137
0.8448558284639669,0.22385823170768743,0.27027275410296403,1.1287128712871286
0.8450243977077945,0.22380732736331233,0.27062034549415703,1.1435643564356435
0.8451928714594192,0.22375009186336664,0.27097214282064863,1.1584158415841583
0.8453612435932507,0.2236863789116811,0.2713281079422213,1.1732673267326732
0.8455295079783328,0.22361604390610532,0.2716882020852512,1.188118811881188
0.8456976584786741,0.22353894403270985,0.2720523858466456,1.202970297029703
0.8458656889517517,0.22345493835860344,0.27242061919805144,1.2178217821782178
0.8460335932508679,0.22336388792308778,0.2727928614898767,1.2326732673267327
0.8462013652229956,0.2232656558272385,0.2731690714555753,1.2475247524752475
0.8463689987095936,0.2231601073216804,0.2735492072159649,1.2623762376237624
0.8465364875476868,0.22304710989265075,0.2739332262836077,1.2772277227722773
0.8467038255676187,0.2229265333461045,0.27432108556735757,1.2920792079207921
0.8468710065978,0.2227982498899296,0.27471274137684054,1.3069306930693068
0.8470380244571057,0.2226621342141545,0.27510814942718764,1.3217821782178216
0.8472048729612253,0.22251806356904108,0.27550726484377114,1.3366336633663365
0.8473715459231592,0.22236591784106982,0.2759100421669433,1.3514851485148514
0.8475380371474455,0.22220557962669946,0.2763164353570585,1.3663366336633662
0.8477043404357072,0.22203693430384025,0.27672639779928054,1.381188118811881
0.8478704495845337,0.22185987010102162,0.27713988230883063,1.396039603960396
0.8480363583843354,0.22167427816416202,0.27755684113600254,1.4108910891089108
0.8482020606241581,0.22148005262087384,0.27797722597142344,1.4257425742574257
0.8483675500842107,0.22127709064229392,0.27840098795134943,1.4405940594059405
0.8485328205443006,0.22106529250229628,0.27882807766304185,1.4554455445544554
0.8486978657762467,0.22084456163419525,0.27925844515017084,1.4702970297029703
0.8488626795492621,0.22061480468470154,0.279692039918424,1.4851485148514851
0.8490272556271238,0.22037593156519616,0.2801288109410269,1.5
0.8491915877713992,0.2201278555002955,0.28056870666448464,1.5148514851485149
0.8493556697366929,0.21987049307356882,0.2810116750142893,1.5297029702970297
0.8495194952755254,0.21960376427046752,0.28145766340076,1.5445544554455446
0.8496830581354684,0.2193275925183525,0.28190661872493594,1.5594059405940592
0.849846352058605,0.2190419047236297,0.28235848738456326,1.574257425742574
0.8500093707861497,0.21874663130594926,0.28281321528010334,1.589108910891089
0.8501721080527874,0.21844170622944775,0.28327074782088857,1.6039603960396038
0.8503345575903861,0.21812706703093093,0.2837310299312371,1.6188118811881187
0.8504967131265151,0.21780265484513678,0.28419400605676176,1.6336633663366336
0.8506585683854947,0.21746841442685824,0.28465962017069163,1.6485148514851484
0.8508201170880065,0.2171242941700422,0.2851278157801659,1.6633663366336633
0.8509813529495756,0.21677024612380458,0.28559853593283485,1.6782178217821782
0.8511422696853324,0.21640622600532106,0.2860717232232444,1.693069306930693
0.8513028610033585,0.21603219320962466,0.28654731979946513,1.7079207920792079
0.851463120610382,0.21564811081630592,0.28702526736979905,1.7227722772277227
0.8516230422102581,0.21525394559299826,0.2875055072093865,1.7376237623762376
0.8517826195004823,0.2148496679958382,0.28798798016703464,1.7524752475247525
0.851941846178271,0.21443525216668324,0.28847262667207435,1.7673267326732673
0.8521007159369652,0.21401067592729187,0.28895938674115984,1.782178217821782
0.8522592224668151,0.21357592077028822,0.28944819998541016,1.7970297029702968
0.8524173594539531,0.21313097184705584,0.28993900561717006,1.8118811881188117
0.8525751205826857,0.21267581795248094,0.2904317424573508,1.8267326732673266
0.8527324995328988,0.21221045150661086,0.2909263489422737,1.8415841584158414
0.8528894899853444,0.21173486853322113,0.2914227631311631,1.8564356435643563
0.8530460856126115,0.2112490686352882,0.2919209227131255,1.8712871287128712
0.8532022800872341,0.21075305496745492,0.29242076501460046,1.886138613861386
0.8533580670806865,0.21024683420539092,0.29292222700663473,1.900990099009901
0.8535134402583129,0.2097304165122472,0.2934252453123284,1.9158415841584158
0.8536683932867882,0.20920381550201003,0.2939297562142612,1.9306930693069306
0.8538229198262626,0.2086670482000504,0.29443569566202343,1.9455445544554455
0.85397701353724,0.20812013500065932,0.29494299927968615,1.9603960396039604
0.8541306680775401,0.20756309962172353,0.2954516023735658,1.9752475247524752
0.8542838771016654,0.20699596905661521,0.29596143993972124,1.99009900990099
0.8544366342613154,0.20641877352321109,0.2964724466716636,2.004950495049505
0.8545889332086245,0.2058315464102373,0.2969845569682345,2.01980198019802
0.8547407675912483,0.20523432422085502,0.29749770494117134,2.0346534653465347
0.8548921310557971,0.20462714651359754,0.298011824423173,2.0495049504950495
0.8550430172467426,0.20401005584072215,0.29852684897563636,2.0643564356435644
0.8551934198061136,0.20338309768403554,0.2990427118965063,2.0792079207920793
0.8553433323748477,0.2027463203881424,0.299559346228456,2.094059405940594
0.855492748591562,0.2020997750913487,0.30007668476659366,2.108910891089109
0.8556416620931495,0.20144351565412838,0.3005946600667781,2.123762376237624
0.8557900665154212,0.20077759858535377,0.301113204453462,2.1386138613861387
0.8559379554920262,0.2001020829661603,0.3016322500279124,2.153465346534653
0.8560853226554501,0.19941703037178393,0.3021517286763452,2.168316831683168
0.856232161636075,0.19872250479114592,0.3026715720780427,2.183168316831683
0.8563784660629418,0.19801857254453076,0.30319171171361403,2.1980198019801978
0.8565242295646884,0.19730530219922807,0.30371207887325447,2.2128712871287126
0.8566694457671116,0.19658276448328157,0.304232604664915,2.2277227722772275
0.8568141082967549,0.19585103219749664,0.30475322002268523,2.2425742574257423
0.8569582107774668,0.19511018012563686,0.30527385571513027,2.257425742574257
0.8571017468318891,0.19436028494302304,0.30579444235364156,2.272277227722772
0.8572447100832035,0.1936014251236142,0.30631491040068654,2.287128712871287
0.8573870941516688,0.19283368084548477,0.3068351901784441,2.301980198019802
0.8575288926584157,0.19205713389500784,0.3073552118770414,2.3168316831683167
0.8576700992223161,0.19127186756972323,0.30787490556312214,2.3316831683168315
0.8578107074623078,0.19047796657994737,0.3083942011882562,2.3465346534653464
0.8579507109969512,0.1896755169492846,0.30891302859748554,2.3613861386138613
0.8580901034418629,0.18886460591413062,0.3094313175377578,2.376237623762376
0.8582288784152878,0.18804532182213515,0.30994899766660405,2.391089108910891
0.858367029533573,0.18721775402993618,0.31046599856055723,2.405940594059406
0.8585045504113396,0.18638199280011916,0.31098224972378685,2.4207920792079207
0.8586414346643849,0.18553812919738527,0.31149768059662125,2.4356435643564356
0.8587776759085181,0.1846862549843738,0.3120122205642359,2.4504950495049505
0.858913267758236,0.1838264625168377,0.31252579896512767,2.4653465346534653
0.8590482038271652,0.18295884463852524,0.3130383450999591,2.48019801980198
0.8591824777307145,0.18208349457584405,0.313549788239882,2.495049504950495
0.8593160830832363,0.18120050583221056,0.31406005763545386,2.50990099009901
0.8594490134985044,0.18030997208257732,0.3145690825251295,2.5247524752475248
0.8595812625923174,0.17941198706764044,0.3150767921439536,2.5396039603960396
0.8597128239778098,0.17850664448855263,0.3155831157321867,2.5544554455445545
0.859843691270393,0.17759403790156858,0.31608798254411796,2.5693069306930694
0.8599738580848179,0.1766742606132037,0.31659132185648964,2.5841584158415842
0.860103318037656,0.1757474055757791,0.31709306297737083,2.599009900990099
0.8602320647428557,0.17481356528337494,0.3175931352547081,2.6138613861386135
0.8603600918183038,0.1738728316686509,0.3180914680850545,2.6287128712871284
0.8604873928793083,0.17292529600019135,0.31858799092223167,2.6435643564356432
0.8606139615438455,0.17197104878074715,0.3190826332859686,2.658415841584158
0.8607397914292388,0.17101017964644763,0.31957532477053724,2.673267326732673
0.8608648761553391,0.17004277726702258,0.3200659950534964,2.688118811881188
0.8609892093409336,0.169068929247055,0.3205545739042679,2.7029702970297027
0.8611127846065602,0.16808872202855388,0.3210409911928293,2.7178217821782176
0.8612355955727852,0.16710224079486483,0.3215251768982654,2.7326732673267324
0.8613576358614301,0.16610956937588614,0.32200706111749733,2.7475247524752473
0.8614788990969414,0.1651107901548416,0.3224865740737685,2.762376237623762
0.8615993789030792,0.16410598397668547,0.32296364612544926,2.777227722772277
0.8617190689053388,0.1630952300581282,0.3234382077743651,2.792079207920792
0.861837962728489,0.16207860589949258,0.32391018967454116,2.8069306930693068
0.8619560540033382,0.16105618719842346,0.3243795226406857,2.8217821782178216
0.8620733363583376,0.16002804776548102,0.3248461376568714,2.8366336633663365
0.8621898034236659,0.15899425944195505,0.32530996588481315,2.8514851485148514
0.8700499860110764,0.11711550555072428,0.34752639738820823,2.866336633663366
0.8707175711372515,0.1057874748094669,0.35612459597447577,2.881188118811881
0.8714027628581558,0.09877405209372492,0.3603618958000837,2.896039603960396
0.872075084131723,0.09225606300309555,0.36368338711551496,2.910891089108911
0.8757885268199909,0.10005269417009903,0.37776210594835896,2.9257425742574257
0.8779293126654423,0.09238958738352053,0.3847375229146842,2.9405940594059405
0.8794961564813155,0.0840380643648017,0.38962645432351006,2.9554455445544554
0.8811046368684492,0.07491222079428664,0.39453703453837996,2.9702970297029703
0.8828522276633384,0.06442387571247907,0.3997501229409463,2.985148514851485
